Nahuatl|Spanish|Verse
Ijcuac yocuajquej on tlacuajli, no ijqui oquinmacac on copa niman oquijtoj: ―Yejhua in tlen aman nenconisquej ica in copa quixnescayotia on yencuic pacto yejhuan notzimpehualtis ica noyesyo, niman san nemopampa toyahuis.|Asimismo, después de haber cenado, tomó también la copa y dijo: --Esta copa es el nuevo pacto en mi sangre, que por vosotros se derrama|b.LUK.22.20
Quemaj oniquitac ocse xcuajli yolqui huajquistiu ipan on tlalticpactli. In xcuajli yolqui quipiaya ome icuacuahuan quen icuacuau se borreguito, pero itlajtol caquistiya quen itlajtol on dragón.|Y vi otra bestia que subía de la tierra. Y tenía dos cuernos semejantes a los de un cordero, y hablaba como un dragón|b.REV.13.11
Niman ijcuac Jesús ocajxitij majtlactli huan ome xipan, oyajquej Jerusalén ijcon quen quichihuayaj.|Cuando cumplió doce años, subieron ellos a Jerusalén conforme a la costumbre de la fiesta|b.LUK.2.42
Ijcon otenquis on tlen Jesús oquijtojca ica yejhua ijcon miquis.|Así sucedió para que se cumpliera la palabra de Jesús, que dijo señalando con qué clase de muerte había de morir|b.JOH.18.32
Jesús oquimijlij: ―Xhuajlacan niman xquitacan. Quemaj oyajquej niman oquitaquej canon chanti, niman ompa ihuan onocajquej hasta queman otlayohuac pampa ye tiotlac catca, canaj ipan nahui hora ijcuac oyejcoquej.|Les dijo: --Venid y ved. Por lo tanto, fueron y vieron dónde moraba y se quedaron con él aquel día, porque era como la hora décima|b.JOH.1.39
Pero cas yacaj tetlajtoltis: “¿Quen ijqui, tej, yolihuisquej niman noquetztehuasquej on mimiquej? ¿Catlejhua on tlalnacayotl quipiasquej?”|Pero dirá alguno: ¿Cómo resucitan los muertos? ¿Con qué clase de cuerpo vienen|b.1CO.15.35
'On tlen chipahuac ma ca xquinmacacan on tlacamej yejhuan sanoyej xcuajli inyojlo, pampa yejhuamej quen chichimej yejhuan huajnocuepasquej nemotech, niman mechcuajcuasquej. Niman on tlen hueyi quijtosnequi ma ca xquinmacacan on tlacamej yejhuan quen pitzomej, para ma ca yej ipan chojcholosquej.|"""No deis lo santo a los perros, ni echéis vuestras perlas delante de los cerdos, no sea que las pisoteen y después se vuelvan contra vosotros y os despedacen"|b.MAT.7.6
Quemaj oquimanotzquej itaj on conetzintli para quimatisquej quen ijqui yejhua quinequi quitocayotis.|Preguntaban por señas a su padre, cómo quería llamarle|b.LUK.1.62
Yejhua oquiteititij ipoder ican on tlen oquichiu. On yejhuan nohueyimatij niman san tlamach xcuajli quinejnemiliaj, Dios xquincahuilia ma quichihuacan tlen quinequij.|Hizo proezas con su brazo; esparció a los soberbios en el pensamiento de sus corazones|b.LUK.1.51
Tla yacaj mechijlia: “¿Tlica nenquitojtomaj?” xquijlican ica nemoTeco quinequi niman ica nimantzin cuajtitlanis.|"Y si alguien os dice: ""¿Por qué hacéis eso?"", decidle: ""El Señor lo necesita, y luego lo enviará aquí otra vez."|b.MAR.11.3
―Tejhua nimitzijlia: Xmoquetztehua, xcajcocui motlapech niman xhuiya mochan.|A ti te digo, ¡levántate, toma tu camilla y vete a tu casa|b.MAR.2.11
In ijquin nochihuas pampa xitlaj oncaj yejhuan Dios xhuelis quichihuas.|Porque ninguna cosa será imposible para Dios|b.LUK.1.37
No ijqui oquijtoj toTeco: ―Simón, Simón, xcaqui. Nemoca yotlajtlan Satanás para mechtzejtzelos quen itlaj trigo,|Simón, Simón, he aquí Satanás os ha pedido para zarandearos como a trigo|b.LUK.22.31
Ica tlen melahuac nemechijlia ica xnoquixtilis se letra nion se punto itlanahuatil Dios chica onyas on cielo niman in tlalticpactli. Xitlaj noquixtilis hasta nochihuas nochi tlen onijcuiloj.|De cierto os digo que hasta que pasen el cielo y la tierra, ni siquiera una jota ni una tilde pasará de la ley hasta que todo haya sido cumplido|b.MAT.5.18
Xquinmelnamicti on tlaneltocaquej ica ma quitlacaitacan on gobierno niman on yejhuan quipiaj tequihuayotl. Ma quintlacamatican niman ma quipiacan inyojlo para quichihuasquej nochi tlajtlamach tlen cuajli.|Recuérdales que se sujeten a los gobernantes y a las autoridades, que obedezcan, que estén dispuestos para toda buena obra|b.TIT.3.1
Ne ipan cojnepanojli sa no Cristo oquiselij castigo ipan itlalnacayo ipampa totlajtlacol, para tejhuamej ma ticajcahuacan on ica titlajtlacohuaj niman para ma tiyolmelajcanemican. Aman Dios yomechtlapojpolhuij ipampa on tlen oquijyohuij Cristo.|Él mismo llevó nuestros pecados en su cuerpo sobre el madero a fin de que nosotros, habiendo muerto para los pecados, vivamos para la justicia. Por sus heridas habéis sido sanados|b.1PE.2.24
Ijcuac Cristo nemiya ipan in tlalticpactli, oquichiu oraciones niman onohueyicatzajtzilij itech Dios. Yejhua ican chicahuac itlajtol niman ican ixayo oquinotz Dios yejhuan huelisquia quimanahuisquia ipan on miquilistli. Niman Dios ocac on tlen Cristo oquijlij, pampa Cristo yolyemanqui catca quitlacaitaya Dios.|Cristo, en los días de su vida física, habiendo ofrecido ruegos y súplicas con fuerte clamor y lágrimas al que le podía librar de la muerte, fue oído por su temor reverente|b.HEB.5.7
Más saquin, Elisabet on isihuau ones ica ye quipia iconeu, niman macuijli metztli oniyan ne ichan. Ijquin quinemiliaya:|Y después de aquellos días su mujer Elisabet concibió y se recluyó por cinco meses, diciendo|b.LUK.1.24
Dios quijtohua: “Ijcuac sa itlajtlancan on tonaltin, nictitlanis noEspíritu itech nochi tlacatl. Niman nemoconehuan tlacamej niman nemoconehuan sihuamej quiteijlisquej on tiotlajtojli yejhuan quiseliaj itech Dios. Niman nemotelpochhuan quitasquej tlachalistli yejhuan quen intemicpan, niman on huehuentzitzintin incochpan temiquisquej.|Sucederá en los últimos días, dice Dios, que derramaré de mi Espíritu sobre toda carne. Vuestros hijos y vuestras hijas profetizarán, vuestros jóvenes verán visiones, y vuestros ancianos soñarán sueños|b.ACT.2.17
Melahuac nejhua oniquis itech noTajtzin niman onihuajlaj ipan in tlalticpactli. Niman aman nicajtehuas in tlalticpactli niman ocsejpa nias itech noTajtzin.|Yo salí de la presencia del Padre y he venido al mundo; otra vez dejo el mundo y voy al Padre|b.JOH.16.28
Niman onquisaj tlajtlacolejquej pampa xquichihuaj on tlen oquijtocaj quichihuasquej.|estando bajo juicio por haber abandonado su primer compromiso|b.1TI.5.12
Ma ca xmojlican on tlen xmelahuac ihuan ocsequimej, pampa nemonemilis yonenquipatlaquej. Xoc nennemij nion nemohuicaj quen achtopa catca.|No mintáis los unos a los otros; porque os habéis despojado del viejo hombre con sus prácticas|b.COL.3.9
Niman ijcon quen on cojtlaquilyotl itoca higuera xini itlaquiliyo masqui xe chicahui ijcuac cuihuixohua on sanoyej chicahuac ajacatl, no ijqui oniquitac oxinquej ipan tlajli on sitlalimej.|y las estrellas del cielo cayeron sobre la tierra, como una higuera arroja sus higos tardíos cuando es sacudida por un fuerte viento|b.REV.6.13
Pero Marta sanoyej tequimiquiya, niman yejhua oyaj itech Jesús niman oquijlij: ―NoTeco, ¿tlen xticmomaca cuenta ica nocniu nopan cahua in tequitl? Tej, xquijli ma nechpalehui.|Pero Marta estaba preocupada con muchos quehaceres, y acercándose dijo: --Señor, ¿no te importa que mi hermana me haya dejado servir sola? Dile, pues, que me ayude|b.LUK.10.40
Ijcuac onicchiu para cuajli niquitas tlinon huajlau ijtic, oniquitac on yolquej yejhuan najnahui imicxi niman on quech yolquej yejhuan notilanaj ipan tlajli niman on quech totomej yejhuan patlanij.|Cuando fijé la vista en él, observé y vi cuadrúpedos de la tierra, fieras y reptiles, y aves del cielo|b.ACT.11.6
Quemaj ijcuac on ilhuicactequitquej onocuepquej ne ilhuicac, on tlajpixquej opeu quinojliaj ihuan ocsequimej: ―Tiahuij, tej, ne Belén, niman ticontasquej on tlen onochiu yejhuan otechmachiltij on toTeco.|Aconteció que, cuando los ángeles se fueron de ellos al cielo, los pastores se decían unos a otros: --Pasemos ahora mismo hasta Belén y veamos esto que ha sucedido, y que el Señor nos ha dado a conocer|b.LUK.2.15
On nomachtijquej quijtohuayaj: ―¡Dios ma quitiochihua on Rey yejhuan huajlau ican itocatzin toTeco! ¡Ma onya yolsehuilistli ne ilhuicac, niman ma Dios quiseli hueyilistli!|Ellos decían: --¡Bendito el rey que viene en el nombre del Señor! ¡Paz en el cielo, y gloria en las alturas|b.LUK.19.38
Nocnihuan, Dios mechtlajsojtla nemejhuamej. Niman ticmatztoquej ica yejhua omechtlapejpenij,|Porque hemos conocido, hermanos amados de Dios, vuestra elección|b.1TH.1.4
Yejhuamej on xhebreos noca huetzcasquej, niman nechchijchasquej, niman nechhuihuitequisquej niman nechmictisquej. Niman quemaj ipan yeyi tonajli niyolihuis niman ninoquetztehuas ipan notlalcon.|Se burlarán de él, le escupirán, le azotarán y le matarán; y después de tres días resucitará|b.MAR.10.34
Yotimaquisquej pampa ticpiaj yejhua on tlamachalistli. Pero tla on tlen ticmachayaj yonochiu, tla ijcon xoc itlaj ticmachasquej pampa on tlen ticmachayaj yonochiu.|Porque fuimos salvos con esperanza; pero una esperanza que se ve no es esperanza, pues ¿quién sigue esperando lo que ya ve|b.ROM.8.24
Niman sa no nemejhuamej nenquimatztoquej, nocnihuan, ica xsanencaj otemechnojnotzquej.|Porque vosotros mismos sabéis, hermanos, en cuanto a nuestra visita a vosotros, que no fue en vano|b.1TH.2.1
Niman Jesús oquimijlij: ―Nejhua no nicpia tlen nemechtlajtoltis.|Entonces respondió y les dijo: --Yo os haré también una pregunta. Respondedme|b.LUK.20.3
Xe yacaj tlejcohua ne ilhuicac, yej san nejhua yejhuan oninochiu Tlacatl onihuajtemoc ne ilhuicac.|Nadie ha subido al cielo, sino el que descendió del cielo, el Hijo del Hombre|b.JOH.3.13
Nion se de tejhuamej nemi san para sa no yejhua, nion miqui san para sa no yejhua.|Porque ninguno de nosotros vive para sí, y ninguno muere para sí|b.ROM.14.7
Yejhua ica ticchihuaj canica para nochipa ticpactisquej toTeco tla tinemij nican ican totlalticpacnacayo noso ne ilhuicac xican totlalticpacnacayo.|Por lo tanto, estemos presentes o ausentes, nuestro anhelo es serle agradables|b.2CO.5.9
Miyequej tlacamej ocuitlapanhuijquej inhuan miyequej sihuamej yejhuan ipampa chocatiayaj niman najmantiayaj.|Le seguía una gran multitud del pueblo y de mujeres, las cuales lloraban y se lamentaban por él|b.LUK.23.27
Nimantzin ocominnotz para ma huajhuiyan ihuan, niman yejhuamej ocajtejquej intataj Zebedeo ne ipan on barco inhuan on itlaquehualhuan, niman oyajquej ihuan Jesús.|En seguida les llamó; y ellos, dejando a su padre Zebedeo en la barca junto con los jornaleros, se fueron en pos de él|b.MAR.1.20
Ijcuac Jesús oquichijchiu on soquitl niman oquixtlapoj on ciego, on tonajli catca ijcuac on hebreos nosehuiayaj.|porque el día en que Jesús hizo lodo y le abrió los ojos era sábado|b.JOH.9.14
Ijcuac on tlanahuatijli yejhuan achtoj quipiaya hueyilistli, ihuan quita on yencuic pacto, nejsi ica xoc quipia hueyilistli, pampa on yencuic pacto más sanoyej quipia hueyilistli.|Pues lo que había sido glorioso no es glorioso en comparación con esta excelente gloria|b.2CO.3.10
Quemaj ica on trompeta chicahuac quipitzasquej, niquinhuajtitlanis on noilhuicactequitcahuan para quinsentlalisquej nochimej on yejhuan Dios yoquintlapejpenij nochihuiyan ipan in tlalticpactli.|Él enviará a sus ángeles con un gran sonar de trompeta, y ellos reunirán a los escogidos de él de los cuatro vientos, desde un extremo del cielo hasta el otro|b.MAT.24.31
Niman Dios oquijlij: “Xquisa nican motlalpan niman xquincajtehua mochanejcahuan, niman xhuiya ne ipan on tetlalpan yejhuan nimitzititis.”|"y le dijo: ""Sal de tu tierra y de tu parentela y vete a la tierra que te mostraré."|b.ACT.7.3
Niman tla tiquijtosquej ica on tlacamej ocuajtitlanquej, tehuamej tiquinmacajsij on tlacamej, pampa nochimej quineltocaj ica Juan se tiotlajtojquetl.|"Y si decimos ""de los hombres..."", tememos al pueblo, porque todos tienen a Juan por profeta"|b.MAT.21.26
Niman ijcuac Pedro ohuajlaj Jerusalén, on tlaneltocaquej hebreos yejhuan quejehuayaj on circuncisión ocajhuaquej.|Y cuando Pedro subió a Jerusalén, contendían contra él los que eran de la circuncisión|b.ACT.11.2
On temachtijquetl ican on tlanahuatijli oquijtoj: ―On yejhuan oquicnelij. Ijcuacon Jesús oquijlij: ―Tla ijcon, xhuiya niman no ijqui xteicneli.|Él dijo: --El que hizo misericordia con él. Entonces Jesús le dijo: --Ve y haz tú lo mismo|b.LUK.10.37
Yejhua in quichihuasquej pampa xqueman oquixmatquej noTajtzin nion nejhua.|Esto harán, porque no conocen ni al Padre ni a mí|b.JOH.16.3
―Nocnihuan, ye ijqui oncatca para nochihuas on tlen oquijtoca on Espíritu Santo itechcopa David ipan on Yectlajcuilojli yejhua ica on Judas on aquin oquinyecan on yejhuan ocajsiquej Jesús.|"""Hermanos, era necesario que se cumpliesen las Escrituras, en las cuales el Espíritu Santo habló de antemano por boca de David acerca de Judas, que fue guía de los que prendieron a Jesús"|b.ACT.1.16
Tla yacaj itlaj mechchihuilis tlen xcuajli, ma ca no ijqui nencuepilisquej, noso tla yacaj mechtenehuilia on tlen xcuajli, ma ca no nenquitenehuilisquej on tlen xcuajli. Yej xcuepilican ican tlatiochihualistli, pampa Dios omechnotz para ijqui nemohuicasquej, niman ijqui nenquiselisquej se tlatiochihualistli.|No devolváis mal por mal, ni maldición por maldición, sino por el contrario, bendecid; pues para esto habéis sido llamados, para que heredéis bendición|b.1PE.3.9
Cornelio oquimojcaitac on ilhuicactequitquetl, niman oquitlajtoltij: ―¿Tlinon Señor? Niman on ilhuicactequitquetl oquijlij: ―Dios yoquinselij mooraciones niman yoquitac on tlen tictetlayocolia para tiquimpalehuiya on yejhuan itlaj quimpolohua. Ijcon, tej, yomitzelnamic.|Con los ojos puestos en el ángel y espantado, él dijo: --¿Qué hay, Señor? Y le dijo: --Tus oraciones y tus obras de misericordia han subido como memorial ante la presencia de Dios|b.ACT.10.4
No ijqui huejhueyi tesiutli ohualeu ipan cielo niman ohuajxinquej impan on tlalticpactlacamej. Cada se tesiutli canaj cuarenta kilos yetic catca. Niman on tlacamej ocuijhuicaltijquej Dios ipampa on tesiutli yejhuan sanoyej temojtij catca.|Y del cielo cayó sobre los hombres enorme granizo, como de un talento de peso. Y los hombres blasfemaron a Dios por la plaga del granizo, porque la plaga era grande en extremo|b.REV.16.21
pampa ijcuac Dios oquitlalij on tlacatl xoquixtij itech on sihuatl, yej on sihuatl oquixtijquej itech on tlacatl.|Porque el hombre no procede de la mujer, sino la mujer del hombre|b.1CO.11.8
Quemaj ocahuato ipan se yencuic tlalcontli yejhuan oquichijchiu ipan se techinantli. Niman quemaj ocuejcueptiaj se tetl sanoyej hueyi para oquitentzacu. Niman ijcuac yoquitentzacu on tlalcontli, oyaj.|y lo puso en su sepulcro nuevo, que había labrado en la peña. Luego hizo rodar una gran piedra a la entrada del sepulcro, y se fue|b.MAT.27.60
Ma ca ma ticchihuacan quen Caín oquichiu, yejhuan teconeu catca itech on diablo, niman oquimictij icniu. ¿Niman tlica oquimictij? Oquimictij pampa Caín quichihuaya on tlen xcuajli, niman on icniu quichihuaya tlen cuajli.|No como Caín, que era del maligno y mató a su hermano. ¿Y por qué causa lo mató? Porque sus obras eran malas, y las de su hermano eran justas|b.1JO.3.12
Jesús oquinanquilij: ―Nejhua niojtli, niman nitlin melahuac, niman no ninemilistli. Tej, san nejhua notechcopa huelis ajsisquej ne itech on Tajtli.|Jesús le dijo: --Yo soy el camino, la verdad y la vida; nadie viene al Padre, sino por mí|b.JOH.14.6
Niman ica oc sanoyej chicahuac ajacaya, niman on ajacatl sanoyej techcojcoxoniaya, huajmostla sequi itlamamal on barco opeu cominxiniaj ne ipan mar.|Al día siguiente, mientras éramos sacudidos por una furiosa tempestad, comenzaron a aligerar la carga|b.ACT.27.18
Niman quemaj oquincajteu. Yejhua otlejcoc ipan se barco, niman oyaj ne ocse ilado on mar.|Y dejándolos, volvió a entrar en la barca y cruzó a la otra orilla|b.MAR.8.13
para, tla saman ninohuejcahuas, yejhua in tlajcuilojli mitzititia quen ijqui nonequi se nohuicas ipan ichan Dios. Yejhua on ichan Dios quijtosnequi on yejhuan tlaneltocaj itech Dios yejhuan melahuac yolticaj. Niman yejhuamej quejehuaj niman quimanahuiyaj on tlen melahuac.|para que si me tardo, sepas cómo te conviene conducirte en la casa de Dios, que es la iglesia del Dios vivo, columna y fundamento de la verdad|b.1TI.3.15
Mechmelahua nencalaquisquej, pampa nejhua onapismic, niman nemejhuamej onennechtlacualtijquej. Nejhua onamic, niman onennechatlitijquej. Oniquistinen quen huejca chanej, niman onennechsehuijquej nemochan.|Porque tuve hambre, y me disteis de comer; tuve sed, y me disteis de beber; fui forastero, y me recibisteis|b.MAT.25.35
Ijcon, tej, oquisentlalijquej on tlatlajcotzitzintin tlen onocau itech on macuijli pan tlachijchiutin ican cebada niman oquitemiltiquej majtlactli huan ome chiquiutin.|Recogieron, pues, y llenaron doce canastas de pedazos de los cinco panes de cebada que sobraron a los que habían comido|b.JOH.6.13
Quemaj Jesús oquimijlij: ―Ma ca xtlacahualtican pampa on yejhuan quitenquixtia notoca para quichihua on milagros xhuelis más saquin itlaj nechijtohuilis tlen xcuajli.|Pero Jesús dijo: --No se lo prohibáis, porque nadie que haga milagros en mi nombre podrá después hablar mal de mí|b.MAR.9.39
Yejhua oquinselilij niman imixpan oquicuaj.|Lo tomó y comió delante de ellos|b.LUK.24.43
Niman on yejhuan teyaxcahuan itech Cristo Jesús, xoc quincahuilia on intlalnacayo ma quichihuacan on tlen xcuajli quen yejhuamej quelehuiaj niman quinequi quichihuaj.|porque los que son de Cristo Jesús han crucificado la carne con sus pasiones y deseos|b.GAL.5.24
Nimantzin se tlacatl onotlalojtiquis. Yejhua oquictic se tojtontli momoxtic, niman oquipatzo ican xococ vino. Quemaj ocontlalij ipan sen acatl ica oconitij Jesús. Quemaj oquijtoj: ―Xcahuacan, ma tiquitacan tla huajlau Elías cuajtemohuis.|Corrió uno y empapó una esponja en vinagre, la puso en una caña y le dio a beber, diciendo: --Dejad, veamos si viene Elías a bajarle|b.MAR.15.36
Quemaj sequimej fariseos yejhuan nemiyaj intzajlan on tlacamej oquijlijquej Jesús: ―Temachtijquetl, xquintlacahualti monomachtijcahuan.|Entonces, algunos de los fariseos de entre la multitud le dijeron: --Maestro, reprende a tus discípulos|b.LUK.19.39
Quemaj ohuajlaj semej on chicome ilhuicactequitquetl yejhuan quipiayaj on chicome copas, niman onechijlij: ―Xhuajla, niman nimitzititis quen Dios quitlajtlacolmacas niman quicastigaros on hueyi tlacapajpatlaquetl yejhuan yehuaticaj ipan nochi on mares.|"Vino uno de los siete ángeles que tenían las siete copas y habló conmigo diciendo: ""Ven acá, y te mostraré la condenación de la gran ramera que está sentada sobre muchas aguas"|b.REV.17.1
Pero yejhuamej onotencojtilijquej para ompa inhuan ma nocahua ican in tlajtojli: ―Nican tohuan xmocahua, pampa ye tiotlactijticaj, niman ye tlayohua. Yejhua ica Jesús ompa inhuan onocau.|Pero ellos le insistieron diciendo: --Quédate con nosotros, porque es tarde, y el día ya ha declinado. Entró, pues, para quedarse con ellos|b.LUK.24.29
Ijcuac xe huajlaya Jesús, Juan oquimijlij nochimej on chanejquej Israel ica nonequi noyolcuepasquej niman nocuatequisquej.|Antes de presenciar su venida, Juan predicó el bautismo de arrepentimiento a todo el pueblo de Israel|b.ACT.13.24
Nican ixpan on tlaneltocaquej ipan in tiopan, yejhuamej yoquiteixpantilijquej on tetlajsojtlalistli yejhuan tiquimpialia. Nimitzontlatlantilia, ijcuac ocsejpa yasquej, xquimpalehui, tla itlaj quimpolohua ipan inojhui ijcon quen Dios quipactia.|En presencia de la iglesia, ellos han dado testimonio de tu amor. Si los encaminas como es digno de Dios, harás bien|b.3JO.1.6
Quemaj ocuiquilijquej Jesús se tlacatl ciego niman nontzin yejhuan quipia se xcuajli espíritu. Jesús oquipajtij. Ijcon, tej, on tlacatl ohuel otlachix niman ohuel otlajtoj.|Entonces fue traído a él un endemoniado, ciego y mudo; y le sanó, de manera que el mudo hablaba y veía|b.MAT.12.22
Yejhuamej oquijlijquej: ―ToTeco, san ticnequij ma tihuelican titlachacan.|Le dijeron: --Señor, que sean abiertos nuestros ojos|b.MAT.20.33
Ijcuacon nochimej on tetlacanojnotzquej yejhuan ompa yejyehuaticatcaj ontlachixquej ixco Esteban, niman oquitaquej ixayac yonocau quen ixayac se ilhuicactequitquetl.|Entonces, todos los que estaban sentados en el Sanedrín, cuando fijaron los ojos en él, vieron su cara como si fuera la cara de un ángel|b.ACT.6.15
In Yectlajcuilojli ijquin quijtohua: “Ijcon quen melahuac niyolticaj, quijtohua toTeco, no melahuac ica nochi tlacatl nixpan notlacuenquetzas niman nochimej teixpan quijtosquej ica melahuac nejhua niDios.”|porque está escrito: Vivo yo, dice el Señor, que ante mí se doblará toda rodilla, y toda lengua confesará a Dios|b.ROM.14.11
'¡Lástima para nemejhuamej temachtijquej ican itlanahuatil Dios niman nemejhuamej fariseos, nenomexayacyejquej! Lástima, pampa nenquichihuaj para ma mechitacan quen sanoyej nencuajcualtin tlacamej, pero nemoyojlo tenticaj ican on tlen nenquitlanij ipan on tlachtecyotl niman ipan on nexicolyotl.|"""¡Ay de vosotros, escribas y fariseos, hipócritas! Porque limpiáis lo de afuera del vaso o del plato, pero por dentro están llenos de robo y de desenfreno"|b.MAT.23.25
Ijcon, tej, tiquitaj ica xnochimej ihuejcaconehuan Abraham teconehuan itech Dios, pero san on coconej yejhuan tlacatij ipampa on tlen Dios otemelajcaijlij nopohuaj quen melahuac hualejtoquej itech Abraham.|Esto quiere decir que no son los hijos de la carne los que son hijos de Dios; más bien, los hijos de la promesa son contados como descendencia|b.ROM.9.8
Miyecpa nejhua niquintlahuelitaya niman niquintlajyohuiltiaya ne ipan on tiopantin pampa nicnequiya ma quinenequican intlaneltoc. Niman ica sanoyej nechcualaniayaj, miyecan niquintejtemojtinemiya para niquintlajyohuiltis.|Muchas veces, castigándoles en todas las sinagogas, procuraba obligarles a blasfemar; y enfurecido en extremo contra ellos, los perseguía hasta en las ciudades extranjeras|b.ACT.26.11
Ma ca itlaj xchihuacan ican nexicojli nion pampa nenquinequij nemohueyimatisquej, yej ican yolyemanilistli xmomatican ica ocsequimej más huejhueyixtoquej xquen nemejhuamej.|No hagáis nada por rivalidad ni por vanagloria, sino estimad humildemente a los demás como superiores a vosotros mismos|b.PHI.2.3
'Xacaj hueli quintequichihuilia omemej tecomej, pampa se quitlajsojtlas niman ocse quitlahuelitas, noso se quipialis cuajli iyojlo niman ocse quitlalcahuis. Ijcon, tej, xacaj huelis quitequichihuilis Dios niman no quinotequimacas on tomin.|"""Nadie puede servir a dos señores; porque aborrecerá al uno y amará al otro, o se dedicará al uno y menospreciará al otro. No podéis servir a Dios y a las riquezas"|b.MAT.6.24
Ijcon quijtohua toTeco yejhuan oquitemachiltij in tlajtlamach desde ne ye huejcahui.|dice el Señor que hace estas cosas, que son conocidas desde la eternidad|b.ACT.15.18
Niman nicpia tlamachalistli itech Dios no ijquin quen quipiaj yejhuamej in tlacamej, ica on mimiquej yolihuisquej nochimej, sanquen on yejhuan yolmelajquej niman on yejhuan xyolmelajquej.|Tengo esperanza en Dios, la cual ellos mismos también abrigan, de que ha de haber resurrección de los justos y de los injustos|b.ACT.24.15
On tequihuajquej nohuijsoquisquej inhuan ocsequimej tequihuajquej niman on países nomictisquej inhuan ocsequimej países. Onyas apistli, niman onyas miyec cualolistli, niman tlalolinis miyecan.|Porque se levantará nación contra nación y reino contra reino. Habrá hambre y terremotos por todas partes|b.MAT.24.7
Dios otechselij tiiconehuan itechcopa on temachtijli yejhuan melahuac. Ijcon oquichiu para tejhuamej ma tinemican quen on achtoj iconehuan ipan ifamilia.|Por su propia voluntad, él nos hizo nacer por la palabra de verdad, para que fuéramos como primicias de sus criaturas|b.JAM.1.18
Tla nenquitlacamatztiasquej notlanahuatilhuan, nenquiselijtiasquej notetlajsojtlalis ijcon quen nejhua nictlacamatztiu itlanahuatilhuan noTajtzin niman nicselijtiu itetlajsojtlalis.|Si guardáis mis mandamientos, permaneceréis en mi amor; como yo también he guardado los mandamientos de mi Padre y permanezco en su amor|b.JOH.15.10
Coconej, nochi ica xquintlacamatican nemotajhuan, pampa in yejhua quipactia toTeco.|Hijos, obedeced a vuestros padres en todo, porque esto es agradable en el Señor|b.COL.3.20
Jesús oquimijlij: ―On melahuac ica Elías achtoj huajlas niman nochi tlajtlamach quiyectlalis.|Y respondiendo dijo: --A la verdad, Elías viene y restaurará todas las cosas|b.MAT.17.11
'¡Lástima para nemejhuamej temachtijquej ican itlanahuatil Dios niman nemejhuamej fariseos! ¡Nemejhuamej nenomexayacyejquej! Nemejhuamej quen nentlalcontin yejhuan xnestoquej, niman on tlacamej impan panohuaj. Ijcon tej, on tlacamej panohuaj nemotech niman xquimatij ica nenquincajcayahuaj ican nemotlamachtil.|¡Ay de vosotros! Porque sois como sepulcros ocultos, y los hombres que andan por encima no lo saben|b.LUK.11.44
Niman aman ican cuajli tiempo otechititij itemachtil. Dios toTemaquixtijcau onechnahuatij para nicteijlis.|y a su debido tiempo manifestó su palabra en la predicación que se me ha confiado por mandato de Dios nuestro Salvador--|b.TIT.1.3
Quemaj on ica nahui ilhuicactequitquetl oquipitz itrompeta niman oquimotlaquej no ijqui se parte de on tonaltzintli, de on metztli niman de on sitlalimej. Yejhua ica, tej, nochi on yexcantipan quech tlahuijli quipiayaj oquipolojquej. Ijcon, tej, xoc otlahuilpantic ipan se parte de on tlajocaj niman de on yehuajli.|El cuarto ángel tocó la trompeta. Y fue herida la tercera parte del sol, la tercera parte de la luna y la tercera parte de las estrellas, de manera que se oscureció la tercera parte de ellos, y no alumbraba el día durante una tercera parte, y también la noche de la misma manera|b.REV.8.12
―Temachtijquetl, Moisés oquijtoj ica tla miqui se tlacatl yejhuan xoquipix iconehuan, icniu on tlacatl ica oncaj nonamictis ihuan on sihuacahuajli, niman ihuan tlascaltis para on coconej nemisquej quen iconehuan yesquia on icniu yejhuan omic.|--Maestro, Moisés dijo: Si alguno muere sin tener hijos, su hermano se casará con su mujer y levantará descendencia a su hermano|b.MAT.22.24
Niman xohuelquej itlaj ica oquinanquilijquej.|Y no le podían responder a estas cosas|b.LUK.14.6
In yejhua on promesa yejhuan Dios oquiprometerohuilij itech on toachtojtaj Abraham|Éste es el juramento que juró a Abraham nuestro padre, para concedernos que|b.LUK.1.73
Ticmatztoquej, tej, ica ijcuac Dios tetlajtlacolmaca, itetlajtlacolmacalis quixtia ipan on tlen melahuac se quichihua.|Pero sabemos que el juicio de Dios es según verdad contra los que practican tales cosas|b.ROM.2.2
Sequimej oquineltocaquej on tlen Pablo quijtohuaya, pero ocsequimej xoquiselijquej.|Algunos quedaban convencidos por lo que decía, pero otros no creían|b.ACT.28.24
Cristo nochi ica mechyolehua, pampa san secan ihuan nennemij, niman itetlajsojtlalis mechyoltlalia. Nennemij san secan ihuan iEspíritu Dios, niman nenquixmatij itetlajsojtlalis niman iteicnelilis.|Por tanto, si hay algún aliento en Cristo; si hay algún incentivo en el amor; si hay alguna comunión en el Espíritu; si hay algún afecto profundo y alguna compasión|b.PHI.2.1
¿San on yejhuan hebreos quipiasquej in tlatiochihualistli? ¡Ca! On yejhuan xhebreos no quipiasquej in tlatiochihualistli. Otiquijtojquej san pampa Abraham oquineltocac, Dios oquiselij quen se yejhuan yolmelajqui.|Luego, ¿es esta felicidad solamente para los de la circuncisión, o también es para los de la incircuncisión? Pues decimos: A Abraham le fue contada su fe por justicia|b.ROM.4.9
